id,hour,day_of_week,month,day_of_year,is_weekend,hour_sin,hour_cos,day_of_week_sin,day_of_week_cos,month_sin,month_cos,hour_day_interaction,hour_month_interaction,day_month_interaction,weekend_hour_interaction,weekend_month_interaction,time_since_midnight,time_since_week_start,is_monday,is_friday,is_end_of_month,is_beginning_of_month,valeur_CO,valeur_NO2,valeur_O3,valeur_PM10,valeur_PM25
2020-01-26 16,16,6,1,26,1,-0.8660254037844384,-0.5000000000000004,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,96,16,6,16,1,16.0,160,0,0,0,0,0.234,38.3,21.2,32.3,18.1
2020-01-26 17,17,6,1,26,1,-0.9659258262890683,-0.25881904510252063,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,102,17,6,17,1,17.0,161,0,0,0,0,0.298,53.4,7.5,35.5,20.7
2020-01-26 18,18,6,1,26,1,-1.0,-1.8369701987210297e-16,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,108,18,6,18,1,18.0,162,0,0,0,0,0.328,56.0,4.8,35.4,23.4
2020-01-26 19,19,6,1,26,1,-0.9659258262890684,0.2588190451025203,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,114,19,6,19,1,19.0,163,0,0,0,0,0.278,48.6,9.6,36.5,22.9
2020-01-26 20,20,6,1,26,1,-0.8660254037844386,0.5,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,120,20,6,20,1,20.0,164,0,0,0,0,0.26,41.0,16.5,37.2,25.0
2020-01-26 21,21,6,1,26,1,-0.7071067811865477,0.7071067811865475,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,126,21,6,21,1,21.0,165,0,0,0,0,0.212,32.2,26.8,33.9,21.3
2020-01-26 22,22,6,1,26,1,-0.5000000000000004,0.8660254037844384,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,132,22,6,22,1,22.0,166,0,0,0,0,0.172,19.8,37.0,29.2,14.9
2020-01-26 23,23,6,1,26,1,-0.2588190451025215,0.9659258262890681,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,138,23,6,23,1,23.0,167,0,0,0,0,0.181,16.1,38.0,25.5,12.9
2020-01-27 00,0,0,1,27,0,0.0,1.0,0.0,1.0,0.49999999999999994,0.8660254037844387,0,0,0,0,0,0.0,0,1,0,0,0,0.172,12.3,43.6,21.5,10.5
2020-01-27 01,1,0,1,27,0,0.25881904510252074,0.9659258262890683,0.0,1.0,0.49999999999999994,0.8660254037844387,0,1,0,0,0,1.0,1,1,0,0,0,0.16,8.5,51.5,22.1,9.4
2020-01-27 02,2,0,1,27,0,0.49999999999999994,0.8660254037844387,0.0,1.0,0.49999999999999994,0.8660254037844387,0,2,0,0,0,2.0,2,1,0,0,0,,7.6,53.6,20.4,9.2
2020-01-27 03,3,0,1,27,0,0.7071067811865475,0.7071067811865476,0.0,1.0,0.49999999999999994,0.8660254037844387,0,3,0,0,0,3.0,3,1,0,0,0,0.157,7.6,53.4,16.8,8.7
2020-01-27 04,4,0,1,27,0,0.8660254037844386,0.5000000000000001,0.0,1.0,0.49999999999999994,0.8660254037844387,0,4,0,0,0,4.0,4,1,0,0,0,0.175,11.3,48.6,13.3,6.5
2020-01-27 05,5,0,1,27,0,0.9659258262890683,0.25881904510252074,0.0,1.0,0.49999999999999994,0.8660254037844387,0,5,0,0,0,5.0,5,1,0,0,0,0.188,20.1,41.3,12.0,6.7
2020-01-27 06,6,0,1,27,0,1.0,6.123233995736766e-17,0.0,1.0,0.49999999999999994,0.8660254037844387,0,6,0,0,0,6.0,6,1,0,0,0,0.215,34.3,30.9,10.0,7.0
2020-01-27 07,7,0,1,27,0,0.9659258262890683,-0.25881904510252063,0.0,1.0,0.49999999999999994,0.8660254037844387,0,7,0,0,0,7.0,7,1,0,0,0,0.233,37.6,32.0,10.7,7.2
2020-01-27 08,8,0,1,27,0,0.8660254037844388,-0.4999999999999998,0.0,1.0,0.49999999999999994,0.8660254037844387,0,8,0,0,0,8.0,8,1,0,0,0,0.232,38.9,29.9,17.1,9.4
2020-01-27 09,9,0,1,27,0,0.7071067811865476,-0.7071067811865475,0.0,1.0,0.49999999999999994,0.8660254037844387,0,9,0,0,0,9.0,9,1,0,0,0,0.194,33.2,35.7,17.4,9.7
2020-01-27 10,10,0,1,27,0,0.49999999999999994,-0.8660254037844387,0.0,1.0,0.49999999999999994,0.8660254037844387,0,10,0,0,0,10.0,10,1,0,0,0,0.203,34.0,31.3,16.9,8.4
2020-01-27 11,11,0,1,27,0,0.258819045102521,-0.9659258262890682,0.0,1.0,0.49999999999999994,0.8660254037844387,0,11,0,0,0,11.0,11,1,0,0,0,0.238,31.4,31.7,19.9,8.7
2020-01-27 12,12,0,1,27,0,1.2246467991473532e-16,-1.0,0.0,1.0,0.49999999999999994,0.8660254037844387,0,12,0,0,0,12.0,12,1,0,0,0,0.219,33.6,30.5,20.3,10.8
2020-01-27 13,13,0,1,27,0,-0.2588190451025208,-0.9659258262890683,0.0,1.0,0.49999999999999994,0.8660254037844387,0,13,0,0,0,13.0,13,1,0,0,0,0.227,36.6,28.2,22.4,12.2
2020-01-27 14,14,0,1,27,0,-0.4999999999999998,-0.8660254037844388,0.0,1.0,0.49999999999999994,0.8660254037844387,0,14,0,0,0,14.0,14,1,0,0,0,0.214,35.1,29.9,21.2,9.1
2020-01-27 15,15,0,1,27,0,-0.7071067811865471,-0.7071067811865479,0.0,1.0,0.49999999999999994,0.8660254037844387,0,15,0,0,0,15.0,15,1,0,0,0,0.212,35.0,30.0,16.6,8.5
2020-01-27 16,16,0,1,27,0,-0.8660254037844384,-0.5000000000000004,0.0,1.0,0.49999999999999994,0.8660254037844387,0,16,0,0,0,16.0,16,1,0,0,0,0.206,30.4,36.2,11.7,6.8
2020-01-27 17,17,0,1,27,0,-0.9659258262890683,-0.25881904510252063,0.0,1.0,0.49999999999999994,0.8660254037844387,0,17,0,0,0,17.0,17,1,0,0,0,0.217,29.3,38.0,7.2,4.5
2020-01-27 18,18,0,1,27,0,-1.0,-1.8369701987210297e-16,0.0,1.0,0.49999999999999994,0.8660254037844387,0,18,0,0,0,18.0,18,1,0,0,0,0.216,26.7,42.5,10.7,2.8
2020-01-27 19,19,0,1,27,0,-0.9659258262890684,0.2588190451025203,0.0,1.0,0.49999999999999994,0.8660254037844387,0,19,0,0,0,19.0,19,1,0,0,0,0.197,24.1,49.4,13.6,6.2
2020-01-27 20,20,0,1,27,0,-0.8660254037844386,0.5,0.0,1.0,0.49999999999999994,0.8660254037844387,0,20,0,0,0,20.0,20,1,0,0,0,0.178,21.0,54.9,11.5,6.0
2020-01-27 21,21,0,1,27,0,-0.7071067811865477,0.7071067811865475,0.0,1.0,0.49999999999999994,0.8660254037844387,0,21,0,0,0,21.0,21,1,0,0,0,0.153,16.0,61.5,9.8,6.0
2020-01-27 22,22,0,1,27,0,-0.5000000000000004,0.8660254037844384,0.0,1.0,0.49999999999999994,0.8660254037844387,0,22,0,0,0,22.0,22,1,0,0,0,0.14,13.6,63.4,8.4,3.4
2020-01-27 23,23,0,1,27,0,-0.2588190451025215,0.9659258262890681,0.0,1.0,0.49999999999999994,0.8660254037844387,0,23,0,0,0,23.0,23,1,0,0,0,0.137,12.2,62.7,7.2,2.6
2020-01-28 00,0,1,1,28,0,0.0,1.0,0.7818314824680297,0.6234898018587336,0.49999999999999994,0.8660254037844387,0,0,1,0,0,0.0,24,0,0,0,0,0.141,10.8,62.6,9.8,3.5
2020-01-28 01,1,1,1,28,0,0.25881904510252074,0.9659258262890683,0.7818314824680297,0.6234898018587336,0.49999999999999994,0.8660254037844387,1,1,1,0,0,1.0,25,0,0,0,0,0.131,7.8,66.1,6.4,2.2
2020-01-28 02,2,1,1,28,0,0.49999999999999994,0.8660254037844387,0.7818314824680297,0.6234898018587336,0.49999999999999994,0.8660254037844387,2,2,1,0,0,2.0,26,0,0,0,0,,6.2,72.3,6.7,1.0
2020-01-28 03,3,1,1,28,0,0.7071067811865475,0.7071067811865476,0.7818314824680297,0.6234898018587336,0.49999999999999994,0.8660254037844387,3,3,1,0,0,3.0,27,0,0,0,0,0.099,5.7,74.2,8.7,2.8
2020-01-28 04,4,1,1,28,0,0.8660254037844386,0.5000000000000001,0.7818314824680297,0.6234898018587336,0.49999999999999994,0.8660254037844387,4,4,1,0,0,4.0,28,0,0,0,0,0.094,6.2,76.6,6.0,4.4
2020-01-28 05,5,1,1,28,0,0.9659258262890683,0.25881904510252074,0.7818314824680297,0.6234898018587336,0.49999999999999994,0.8660254037844387,5,5,1,0,0,5.0,29,0,0,0,0,0.101,12.3,67.8,2.6,1.5
2020-01-28 06,6,1,1,28,0,1.0,6.123233995736766e-17,0.7818314824680297,0.6234898018587336,0.49999999999999994,0.8660254037844387,6,6,1,0,0,6.0,30,0,0,0,0,0.116,20.1,61.4,6.1,1.6
2020-01-28 07,7,1,1,28,0,0.9659258262890683,-0.25881904510252063,0.7818314824680297,0.6234898018587336,0.49999999999999994,0.8660254037844387,7,7,1,0,0,7.0,31,0,0,0,0,0.136,25.4,55.5,8.2,1.4
2020-01-28 08,8,1,1,28,0,0.8660254037844388,-0.4999999999999998,0.7818314824680297,0.6234898018587336,0.49999999999999994,0.8660254037844387,8,8,1,0,0,8.0,32,0,0,0,0,0.149,29.0,55.7,14.6,5.8
2020-01-28 09,9,1,1,28,0,0.7071067811865476,-0.7071067811865475,0.7818314824680297,0.6234898018587336,0.49999999999999994,0.8660254037844387,9,9,1,0,0,9.0,33,0,0,0,0,0.119,20.1,63.9,11.7,3.5
2020-01-28 10,10,1,1,28,0,0.49999999999999994,-0.8660254037844387,0.7818314824680297,0.6234898018587336,0.49999999999999994,0.8660254037844387,10,10,1,0,0,10.0,34,0,0,0,0,0.123,19.2,64.6,13.3,4.4
2020-01-28 11,11,1,1,28,0,0.258819045102521,-0.9659258262890682,0.7818314824680297,0.6234898018587336,0.49999999999999994,0.8660254037844387,11,11,1,0,0,11.0,35,0,0,0,0,0.141,16.8,68.0,13.3,3.8
2020-01-28 12,12,1,1,28,0,1.2246467991473532e-16,-1.0,0.7818314824680297,0.6234898018587336,0.49999999999999994,0.8660254037844387,12,12,1,0,0,12.0,36,0,0,0,0,0.118,15.9,68.6,9.7,3.3
2020-01-28 13,13,1,1,28,0,-0.2588190451025208,-0.9659258262890683,0.7818314824680297,0.6234898018587336,0.49999999999999994,0.8660254037844387,13,13,1,0,0,13.0,37,0,0,0,0,0.126,16.2,66.7,9.7,2.8
2020-01-28 14,14,1,1,28,0,-0.4999999999999998,-0.8660254037844388,0.7818314824680297,0.6234898018587336,0.49999999999999994,0.8660254037844387,14,14,1,0,0,14.0,38,0,0,0,0,0.126,18.0,66.5,10.9,4.4
2020-01-28 15,15,1,1,28,0,-0.7071067811865471,-0.7071067811865479,0.7818314824680297,0.6234898018587336,0.49999999999999994,0.8660254037844387,15,15,1,0,0,15.0,39,0,0,0,0,0.126,21.8,65.2,11.6,3.5
2020-01-28 16,16,1,1,28,0,-0.8660254037844384,-0.5000000000000004,0.7818314824680297,0.6234898018587336,0.49999999999999994,0.8660254037844387,16,16,1,0,0,16.0,40,0,0,0,0,0.147,26.4,57.8,11.9,3.1
2020-01-28 17,17,1,1,28,0,-0.9659258262890683,-0.25881904510252063,0.7818314824680297,0.6234898018587336,0.49999999999999994,0.8660254037844387,17,17,1,0,0,17.0,41,0,0,0,0,0.174,27.6,54.2,12.0,4.4
2020-01-28 18,18,1,1,28,0,-1.0,-1.8369701987210297e-16,0.7818314824680297,0.6234898018587336,0.49999999999999994,0.8660254037844387,18,18,1,0,0,18.0,42,0,0,0,0,0.22,35.0,44.9,10.7,4.6
2020-01-28 19,19,1,1,28,0,-0.9659258262890684,0.2588190451025203,0.7818314824680297,0.6234898018587336,0.49999999999999994,0.8660254037844387,19,19,1,0,0,19.0,43,0,0,0,0,0.184,27.8,53.3,11.2,7.1
2020-01-28 20,20,1,1,28,0,-0.8660254037844386,0.5,0.7818314824680297,0.6234898018587336,0.49999999999999994,0.8660254037844387,20,20,1,0,0,20.0,44,0,0,0,0,0.136,16.5,69.1,8.2,3.2
2020-01-28 21,21,1,1,28,0,-0.7071067811865477,0.7071067811865475,0.7818314824680297,0.6234898018587336,0.49999999999999994,0.8660254037844387,21,21,1,0,0,21.0,45,0,0,0,0,0.149,18.3,63.8,8.8,5.0
2020-01-28 22,22,1,1,28,0,-0.5000000000000004,0.8660254037844384,0.7818314824680297,0.6234898018587336,0.49999999999999994,0.8660254037844387,22,22,1,0,0,22.0,46,0,0,0,0,0.133,14.8,67.8,9.4,3.5
2020-01-28 23,23,1,1,28,0,-0.2588190451025215,0.9659258262890681,0.7818314824680297,0.6234898018587336,0.49999999999999994,0.8660254037844387,23,23,1,0,0,23.0,47,0,0,0,0,0.118,11.2,72.0,8.9,4.5
2020-01-29 00,0,2,1,29,0,0.0,1.0,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,0,0,2,0,0,0.0,48,0,0,1,0,0.114,10.1,70.6,7.8,6.8
2020-01-29 01,1,2,1,29,0,0.25881904510252074,0.9659258262890683,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,2,1,2,0,0,1.0,49,0,0,1,0,0.111,7.8,73.4,7.0,2.4
2020-01-29 02,2,2,1,29,0,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,4,2,2,0,0,2.0,50,0,0,1,0,,9.1,73.4,9.3,3.1
2020-01-29 03,3,2,1,29,0,0.7071067811865475,0.7071067811865476,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,6,3,2,0,0,3.0,51,0,0,1,0,0.114,9.4,69.4,10.9,1.3
2020-01-29 04,4,2,1,29,0,0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,8,4,2,0,0,4.0,52,0,0,1,0,0.127,12.0,63.9,9.8,0.7
2020-01-29 05,5,2,1,29,0,0.9659258262890683,0.25881904510252074,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,10,5,2,0,0,5.0,53,0,0,1,0,0.132,23.0,55.1,10.6,1.5
2020-01-29 06,6,2,1,29,0,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,12,6,2,0,0,6.0,54,0,0,1,0,0.17,34.3,46.5,10.7,4.5
2020-01-29 07,7,2,1,29,0,0.9659258262890683,-0.25881904510252063,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,14,7,2,0,0,7.0,55,0,0,1,0,0.209,43.9,35.4,9.5,4.3
2020-01-29 08,8,2,1,29,0,0.8660254037844388,-0.4999999999999998,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,16,8,2,0,0,8.0,56,0,0,1,0,0.224,43.5,35.9,13.0,4.6
2020-01-29 09,9,2,1,29,0,0.7071067811865476,-0.7071067811865475,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,18,9,2,0,0,9.0,57,0,0,1,0,0.175,30.9,50.9,14.7,6.4
2020-01-29 10,10,2,1,29,0,0.49999999999999994,-0.8660254037844387,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,20,10,2,0,0,10.0,58,0,0,1,0,0.161,25.1,58.3,14.0,4.0
2020-01-29 11,11,2,1,29,0,0.258819045102521,-0.9659258262890682,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,22,11,2,0,0,11.0,59,0,0,1,0,0.168,21.9,62.5,17.8,3.8
2020-01-29 12,12,2,1,29,0,1.2246467991473532e-16,-1.0,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,24,12,2,0,0,12.0,60,0,0,1,0,0.151,18.4,67.3,17.6,5.7
2020-01-29 13,13,2,1,29,0,-0.2588190451025208,-0.9659258262890683,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,26,13,2,0,0,13.0,61,0,0,1,0,0.147,20.3,66.3,18.7,5.7
2020-01-29 14,14,2,1,29,0,-0.4999999999999998,-0.8660254037844388,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,28,14,2,0,0,14.0,62,0,0,1,0,0.154,22.4,63.8,20.2,3.9
2020-01-29 15,15,2,1,29,0,-0.7071067811865471,-0.7071067811865479,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,30,15,2,0,0,15.0,63,0,0,1,0,0.162,25.5,57.9,16.0,4.8
2020-01-29 16,16,2,1,29,0,-0.8660254037844384,-0.5000000000000004,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,32,16,2,0,0,16.0,64,0,0,1,0,0.191,34.5,48.8,15.8,3.5
2020-01-29 17,17,2,1,29,0,-0.9659258262890683,-0.25881904510252063,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,34,17,2,0,0,17.0,65,0,0,1,0,0.238,47.8,35.1,17.3,5.7
2020-01-29 18,18,2,1,29,0,-1.0,-1.8369701987210297e-16,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,36,18,2,0,0,18.0,66,0,0,1,0,0.278,47.7,34.7,16.8,6.0
2020-01-29 19,19,2,1,29,0,-0.9659258262890684,0.2588190451025203,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,38,19,2,0,0,19.0,67,0,0,1,0,0.263,44.7,34.2,21.2,8.4
2020-01-29 20,20,2,1,29,0,-0.8660254037844386,0.5,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,40,20,2,0,0,20.0,68,0,0,1,0,0.253,43.1,34.6,22.2,10.3
2020-01-29 21,21,2,1,29,0,-0.7071067811865477,0.7071067811865475,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,42,21,2,0,0,21.0,69,0,0,1,0,0.274,46.5,27.9,22.7,10.7
2020-01-29 22,22,2,1,29,0,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,44,22,2,0,0,22.0,70,0,0,1,0,0.31,66.9,7.2,24.9,12.6
2020-01-29 23,23,2,1,29,0,-0.2588190451025215,0.9659258262890681,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,46,23,2,0,0,23.0,71,0,0,1,0,0.229,53.8,16.8,25.6,11.9
2020-01-30 00,0,3,1,30,0,0.0,1.0,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387,0,0,3,0,0,0.0,72,0,0,1,0,0.212,41.1,23.4,20.9,11.0
2020-01-30 01,1,3,1,30,0,0.25881904510252074,0.9659258262890683,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387,3,1,3,0,0,1.0,73,0,0,1,0,0.2,39.4,22.5,19.9,11.0
2020-01-30 02,2,3,1,30,0,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387,6,2,3,0,0,2.0,74,0,0,1,0,,35.3,23.6,21.2,11.0
2020-01-30 03,3,3,1,30,0,0.7071067811865475,0.7071067811865476,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387,9,3,3,0,0,3.0,75,0,0,1,0,0.179,35.1,22.7,21.0,11.3
2020-01-30 04,4,3,1,30,0,0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387,12,4,3,0,0,4.0,76,0,0,1,0,0.186,38.6,18.0,17.8,8.9
2020-01-30 05,5,3,1,30,0,0.9659258262890683,0.25881904510252074,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387,15,5,3,0,0,5.0,77,0,0,1,0,0.17,48.4,9.2,16.2,6.8
2020-01-30 06,6,3,1,30,0,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387,18,6,3,0,0,6.0,78,0,0,1,0,0.225,61.7,1.5,16.6,7.5
2020-01-30 07,7,3,1,30,0,0.9659258262890683,-0.25881904510252063,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387,21,7,3,0,0,7.0,79,0,0,1,0,0.274,60.4,2.3,19.9,8.5
2020-01-30 08,8,3,1,30,0,0.8660254037844388,-0.4999999999999998,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387,24,8,3,0,0,8.0,80,0,0,1,0,0.286,58.8,4.7,23.0,9.2
2020-01-30 09,9,3,1,30,0,0.7071067811865476,-0.7071067811865475,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387,27,9,3,0,0,9.0,81,0,0,1,0,0.256,54.8,6.5,21.5,8.5
2020-01-30 10,10,3,1,30,0,0.49999999999999994,-0.8660254037844387,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387,30,10,3,0,0,10.0,82,0,0,1,0,0.23,48.7,10.4,21.8,7.3
2020-01-30 11,11,3,1,30,0,0.258819045102521,-0.9659258262890682,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387,33,11,3,0,0,11.0,83,0,0,1,0,0.245,49.5,8.7,29.8,8.5
2020-01-30 12,12,3,1,30,0,1.2246467991473532e-16,-1.0,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387,36,12,3,0,0,12.0,84,0,0,1,0,0.276,49.3,9.4,17.1,10.8
2020-01-30 13,13,3,1,30,0,-0.2588190451025208,-0.9659258262890683,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387,39,13,3,0,0,13.0,85,0,0,1,0,0.274,42.8,14.9,20.9,10.7
2020-01-30 14,14,3,1,30,0,-0.4999999999999998,-0.8660254037844388,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387,42,14,3,0,0,14.0,86,0,0,1,0,0.263,43.8,17.3,18.8,7.7
2020-01-30 15,15,3,1,30,0,-0.7071067811865471,-0.7071067811865479,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387,45,15,3,0,0,15.0,87,0,0,1,0,0.206,30.0,35.4,11.0,6.0
2020-01-30 16,16,3,1,30,0,-0.8660254037844384,-0.5000000000000004,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387,48,16,3,0,0,16.0,88,0,0,1,0,0.218,35.4,34.0,6.6,4.0
2020-01-30 17,17,3,1,30,0,-0.9659258262890683,-0.25881904510252063,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387,51,17,3,0,0,17.0,89,0,0,1,0,0.235,34.0,35.2,4.1,3.7
2020-01-30 18,18,3,1,30,0,-1.0,-1.8369701987210297e-16,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387,54,18,3,0,0,18.0,90,0,0,1,0,0.246,27.3,40.1,5.3,3.4
2020-01-30 19,19,3,1,30,0,-0.9659258262890684,0.2588190451025203,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387,57,19,3,0,0,19.0,91,0,0,1,0,0.239,28.0,39.8,8.7,5.2
2020-01-30 20,20,3,1,30,0,-0.8660254037844386,0.5,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387,60,20,3,0,0,20.0,92,0,0,1,0,0.23,24.3,40.9,10.2,7.5
2020-01-30 21,21,3,1,30,0,-0.7071067811865477,0.7071067811865475,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387,63,21,3,0,0,21.0,93,0,0,1,0,0.216,20.7,44.0,9.2,7.4
2020-01-30 22,22,3,1,30,0,-0.5000000000000004,0.8660254037844384,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387,66,22,3,0,0,22.0,94,0,0,1,0,0.211,18.0,45.8,6.6,4.4
2020-01-30 23,23,3,1,30,0,-0.2588190451025215,0.9659258262890681,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387,69,23,3,0,0,23.0,95,0,0,1,0,0.151,14.9,48.5,4.5,3.0
2020-01-31 00,0,4,1,31,0,0.0,1.0,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387,0,0,4,0,0,0.0,96,0,1,1,0,0.151,15.6,45.9,4.0,2.2
2020-01-31 01,1,4,1,31,0,0.25881904510252074,0.9659258262890683,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387,4,1,4,0,0,1.0,97,0,1,1,0,0.15,14.2,46.7,4.1,1.5
2020-01-31 02,2,4,1,31,0,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387,8,2,4,0,0,2.0,98,0,1,1,0,,10.9,47.1,3.9,0.7
2020-01-31 03,3,4,1,31,0,0.7071067811865475,0.7071067811865476,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387,12,3,4,0,0,3.0,99,0,1,1,0,0.137,10.2,48.5,2.0,1.3
2020-01-31 04,4,4,1,31,0,0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387,16,4,4,0,0,4.0,100,0,1,1,0,0.143,12.8,44.3,2.8,1.4
2020-01-31 05,5,4,1,31,0,0.9659258262890683,0.25881904510252074,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387,20,5,4,0,0,5.0,101,0,1,1,0,0.161,26.1,31.7,2.0,0.9
2020-01-31 06,6,4,1,31,0,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387,24,6,4,0,0,6.0,102,0,1,1,0,0.222,42.4,16.3,3.4,2.1
2020-01-31 07,7,4,1,31,0,0.9659258262890683,-0.25881904510252063,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387,28,7,4,0,0,7.0,103,0,1,1,0,0.199,39.4,20.7,4.7,2.2
2020-01-31 08,8,4,1,31,0,0.8660254037844388,-0.4999999999999998,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387,32,8,4,0,0,8.0,104,0,1,1,0,0.189,28.1,31.5,5.9,1.7
2020-01-31 09,9,4,1,31,0,0.7071067811865476,-0.7071067811865475,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387,36,9,4,0,0,9.0,105,0,1,1,0,0.188,32.0,27.3,8.6,1.2
2020-01-31 10,10,4,1,31,0,0.49999999999999994,-0.8660254037844387,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387,40,10,4,0,0,10.0,106,0,1,1,0,0.177,28.5,32.6,9.6,2.4
2020-01-31 11,11,4,1,31,0,0.258819045102521,-0.9659258262890682,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387,44,11,4,0,0,11.0,107,0,1,1,0,0.192,25.8,35.8,9.3,3.3
2020-01-31 12,12,4,1,31,0,1.2246467991473532e-16,-1.0,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387,48,12,4,0,0,12.0,108,0,1,1,0,0.179,21.7,42.3,10.2,6.0
2020-01-31 13,13,4,1,31,0,-0.2588190451025208,-0.9659258262890683,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387,52,13,4,0,0,13.0,109,0,1,1,0,0.167,20.2,44.2,16.0,5.8
2020-01-31 14,14,4,1,31,0,-0.4999999999999998,-0.8660254037844388,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387,56,14,4,0,0,14.0,110,0,1,1,0,0.155,20.4,44.4,15.7,5.9
